sitting_id,trial,duration,start_time,type,correctResponse,response,correct,rt
1157010,1,246,"2015-09-05 12:25:40",prac_test,3,3,1,1605
1157010,2,246,"2015-09-05 12:25:40",prac_test,1,1,1,770
1157010,3,246,"2015-09-05 12:25:40",inst2,0,0,1,688
1157010,4,246,"2015-09-05 12:25:40",testbig,2,2,1,985
1157010,5,246,"2015-09-05 12:25:40",test,1,1,1,1458
1157010,6,246,"2015-09-05 12:25:40",test,4,4,1,1747
1157010,7,246,"2015-09-05 12:25:40",test,3,3,1,1125
1157010,8,246,"2015-09-05 12:25:40",test,1,1,1,715
1157010,9,246,"2015-09-05 12:25:40",test,3,3,1,1411
1157010,10,246,"2015-09-05 12:25:40",test,3,3,1,3937
1157010,11,246,"2015-09-05 12:25:40",test,4,4,1,2588
1157010,12,246,"2015-09-05 12:25:40",test,4,4,1,2202
1157010,13,246,"2015-09-05 12:25:40",test,1,1,1,7233
1157010,14,246,"2015-09-05 12:25:40",test,5,5,1,3018
1157010,15,246,"2015-09-05 12:25:40",test,1,1,1,3736
1157010,16,246,"2015-09-05 12:25:40",test,2,2,1,5879
1157010,17,246,"2015-09-05 12:25:40",test,3,3,1,1612
1157010,18,246,"2015-09-05 12:25:40",test,2,2,1,2163
1157010,19,246,"2015-09-05 12:25:40",test,5,5,1,2282
1157010,20,246,"2015-09-05 12:25:40",test,4,4,1,7671
1157010,21,246,"2015-09-05 12:25:40",test,2,2,1,1324
1157010,22,246,"2015-09-05 12:25:40",test,1,1,1,2578
1157010,23,246,"2015-09-05 12:25:40",test,2,2,1,4701
1157010,24,246,"2015-09-05 12:25:40",test,5,5,1,3586
1157010,25,246,"2015-09-05 12:25:40",testsmall,3,3,1,5149
1157010,26,246,"2015-09-05 12:25:40",test,1,1,1,5512
1157010,27,246,"2015-09-05 12:25:40",testbig,3,3,1,7988
1157010,28,246,"2015-09-05 12:25:40",test,4,3,0,1460
1157010,29,246,"2015-09-05 12:25:40",test,3,3,1,3980
1157010,30,246,"2015-09-05 12:25:40",testbig,5,5,1,16612
1157010,31,246,"2015-09-05 12:25:40",testbig,4,4,1,4163
1157010,32,246,"2015-09-05 12:25:40",test,5,4,0,24296
1157010,33,246,"2015-09-05 12:25:40",test,4,3,0,4754
1157010,34,246,"2015-09-05 12:25:40",test,1,1,1,7485
1157010,35,246,"2015-09-05 12:25:40",testsmall,5,5,1,7271
1157010,36,246,"2015-09-05 12:25:40",test,3,3,1,20154
1157010,37,246,"2015-09-05 12:25:40",test,3,3,1,18293
1157010,38,246,"2015-09-05 12:25:40",testbig,1,1,1,21011
1158795,1,746,"2015-09-07 12:21:23",prac_test,3,3,1,5315
1158795,2,746,"2015-09-07 12:21:23",prac_test,1,1,1,2567
1158795,3,746,"2015-09-07 12:21:23",inst2,0,0,1,2230
1158795,4,746,"2015-09-07 12:21:23",testbig,2,2,1,2877
1158795,5,746,"2015-09-07 12:21:23",test,1,1,1,5640
1158795,6,746,"2015-09-07 12:21:23",test,4,4,1,2813
1158795,7,746,"2015-09-07 12:21:23",test,3,3,1,4486
1158795,8,746,"2015-09-07 12:21:23",test,1,1,1,3001
1158795,9,746,"2015-09-07 12:21:23",test,3,3,1,6460
1158795,10,746,"2015-09-07 12:21:23",test,3,3,1,6858
1158795,11,746,"2015-09-07 12:21:23",test,4,4,1,7424
1158795,12,746,"2015-09-07 12:21:23",test,4,4,1,7251
1158795,13,746,"2015-09-07 12:21:23",test,1,1,1,5008
1158795,14,746,"2015-09-07 12:21:23",test,5,5,1,5120
1158795,15,746,"2015-09-07 12:21:23",test,1,1,1,9857
1158795,16,746,"2015-09-07 12:21:23",test,2,2,1,7411
1158795,17,746,"2015-09-07 12:21:23",test,3,3,1,4591
1158795,18,746,"2015-09-07 12:21:23",test,2,2,1,5946
1158795,19,746,"2015-09-07 12:21:23",test,5,5,1,3869
1158795,20,746,"2015-09-07 12:21:23",test,4,4,1,13026
1158795,21,746,"2015-09-07 12:21:23",test,2,2,1,39855
1158795,22,746,"2015-09-07 12:21:23",test,1,1,1,13667
1158795,23,746,"2015-09-07 12:21:23",test,2,4,0,23270
1158795,24,746,"2015-09-07 12:21:23",test,5,3,0,20066
1158795,25,746,"2015-09-07 12:21:23",testsmall,3,3,1,24344
1158795,26,746,"2015-09-07 12:21:23",test,1,1,1,5146
1158795,27,746,"2015-09-07 12:21:23",testbig,3,3,1,19145
1158795,28,746,"2015-09-07 12:21:23",test,4,4,1,16791
1158795,29,746,"2015-09-07 12:21:23",test,3,3,1,44285
1158795,30,746,"2015-09-07 12:21:23",testbig,5,5,1,21422
1158795,31,746,"2015-09-07 12:21:23",testbig,4,4,1,131773
1158795,32,746,"2015-09-07 12:21:23",test,5,4,0,11133
1158795,33,746,"2015-09-07 12:21:23",test,4,4,1,42786
1158795,34,746,"2015-09-07 12:21:23",test,1,2,0,22318
1158795,35,746,"2015-09-07 12:21:23",testsmall,5,3,0,109114
1158795,36,746,"2015-09-07 12:21:23",test,3,5,0,50806
1159845,1,79,"2015-09-08 13:59:27",prac_test,3,3,1,3192
1159845,2,79,"2015-09-08 13:59:27",prac_test,1,1,1,6686
1159845,3,79,"2015-09-08 13:59:27",inst2,0,0,1,2680
1159845,4,79,"2015-09-08 13:59:27",testbig,2,2,1,5803
1159845,5,79,"2015-09-08 13:59:27",test,1,1,1,5725
1159845,6,79,"2015-09-08 13:59:27",test,4,1,0,3156
1159845,7,79,"2015-09-08 13:59:27",test,3,1,0,2171
1159845,8,79,"2015-09-08 13:59:27",test,1,1,1,2534
1159845,9,79,"2015-09-08 13:59:27",test,3,4,0,8428
1159845,10,79,"2015-09-08 13:59:27",test,3,1,0,9939
1159845,11,79,"2015-09-08 13:59:27",test,4,5,0,16051
1159844,1,115,"2015-09-08 13:59:31",prac_test,3,3,1,4887
1159844,2,115,"2015-09-08 13:59:31",prac_test,1,1,1,9131
1159844,3,115,"2015-09-08 13:59:31",inst2,0,0,1,39
1159844,4,115,"2015-09-08 13:59:31",testbig,2,2,1,18349
1159844,5,115,"2015-09-08 13:59:31",test,1,1,1,5785
1159844,6,115,"2015-09-08 13:59:31",test,4,4,1,6193
1159844,7,115,"2015-09-08 13:59:31",test,3,3,1,9630
1159844,8,115,"2015-09-08 13:59:31",test,1,1,1,7669
1159844,9,115,"2015-09-08 13:59:31",test,3,4,0,10627
1159844,10,115,"2015-09-08 13:59:31",test,3,1,0,6011
1159844,11,115,"2015-09-08 13:59:31",test,4,5,0,8244
1160706,1,69,"2015-09-09 09:35:57",prac_test,3,3,1,14764
1160706,2,69,"2015-09-09 09:35:57",prac_test,1,1,1,3751
1160706,3,69,"2015-09-09 09:35:57",inst2,0,0,1,1472
1160706,4,69,"2015-09-09 09:35:57",testbig,2,5,0,16065
1160706,5,69,"2015-09-09 09:35:57",test,1,4,0,7407
1160706,6,69,"2015-09-09 09:35:57",test,4,4,1,1994
1160706,7,69,"2015-09-09 09:35:57",test,3,4,0,4300
1160706,8,69,"2015-09-09 09:35:57",test,1,4,0,1566
1160706,9,69,"2015-09-09 09:35:57",test,3,4,0,287
1160712,1,53,"2015-09-09 09:37:13",prac_test,3,3,1,7317
1160712,2,53,"2015-09-09 09:37:13",prac_test,1,1,1,3937
1160712,3,53,"2015-09-09 09:37:13",inst2,0,0,1,1473
1160712,4,53,"2015-09-09 09:37:13",testbig,2,3,0,4731
1160712,5,53,"2015-09-09 09:37:13",test,1,3,0,5995
1160712,6,53,"2015-09-09 09:37:13",test,4,5,0,9679
1160716,1,82,"2015-09-09 09:38:25",prac_test,3,3,1,5843
1160716,2,82,"2015-09-09 09:38:25",prac_test,1,1,1,3390
1160716,3,82,"2015-09-09 09:38:25",inst2,0,0,1,5332
1160716,4,82,"2015-09-09 09:38:25",testbig,2,2,1,3592
1160716,5,82,"2015-09-09 09:38:25",test,1,1,1,4123
1160716,6,82,"2015-09-09 09:38:25",test,4,2,0,7659
1160716,7,82,"2015-09-09 09:38:25",test,3,3,1,6491
1160716,8,82,"2015-09-09 09:38:25",test,1,1,1,3439
1160716,9,82,"2015-09-09 09:38:25",test,3,1,0,4169
1160716,10,82,"2015-09-09 09:38:25",test,3,1,0,4795
1160716,11,82,"2015-09-09 09:38:25",test,4,5,0,19374
1160828,1,378,"2015-09-09 10:10:55",prac_test,3,3,1,3925
1160828,2,378,"2015-09-09 10:10:55",prac_test,1,1,1,2112
1160828,3,378,"2015-09-09 10:10:55",inst2,0,0,1,4830
1160828,4,378,"2015-09-09 10:10:55",testbig,2,2,1,5168
1160828,5,378,"2015-09-09 10:10:55",test,1,1,1,8830
1160828,6,378,"2015-09-09 10:10:55",test,4,3,0,6147
1160828,7,378,"2015-09-09 10:10:55",test,3,3,1,3260
1160828,8,378,"2015-09-09 10:10:55",test,1,1,1,3726
1160828,9,378,"2015-09-09 10:10:55",test,3,3,1,25319
1160828,10,378,"2015-09-09 10:10:55",test,3,4,0,5380
1160828,11,378,"2015-09-09 10:10:55",test,4,4,1,5755
1160828,12,378,"2015-09-09 10:10:55",test,4,2,0,9732
1160828,13,378,"2015-09-09 10:10:55",test,1,1,1,5927
1160828,14,378,"2015-09-09 10:10:55",test,5,5,1,6510
1160828,15,378,"2015-09-09 10:10:55",test,1,4,0,5724
1160828,16,378,"2015-09-09 10:10:55",test,2,2,1,11450
1160828,17,378,"2015-09-09 10:10:55",test,3,3,1,6847
1160828,18,378,"2015-09-09 10:10:55",test,2,4,0,4788
1160828,19,378,"2015-09-09 10:10:55",test,5,4,0,2590
1160828,20,378,"2015-09-09 10:10:55",test,4,4,1,2884
1160828,21,378,"2015-09-09 10:10:55",test,2,4,0,3129
1160828,22,378,"2015-09-09 10:10:55",test,1,4,0,6856
1160828,23,378,"2015-09-09 10:10:55",test,2,1,0,6784
1160847,1,169,"2015-09-09 10:14:43",prac_test,3,3,1,10956
1160847,2,169,"2015-09-09 10:14:43",prac_test,1,1,1,10755
1160847,3,169,"2015-09-09 10:14:43",inst2,0,0,1,1309
1160847,4,169,"2015-09-09 10:14:43",testbig,2,2,1,6182
1160847,5,169,"2015-09-09 10:14:43",test,1,1,1,11043
1160847,6,169,"2015-09-09 10:14:43",test,4,4,1,4382
1160847,7,169,"2015-09-09 10:14:43",test,3,3,1,4382
1160847,8,169,"2015-09-09 10:14:43",test,1,1,1,7718
1160847,9,169,"2015-09-09 10:14:43",test,3,3,1,5581
1160847,10,169,"2015-09-09 10:14:43",test,3,3,1,8781
1160847,11,169,"2015-09-09 10:14:43",test,4,5,0,17645
1160847,12,169,"2015-09-09 10:14:43",test,4,4,1,5911
1160847,13,169,"2015-09-09 10:14:43",test,1,1,1,6774
1160847,14,169,"2015-09-09 10:14:43",test,5,1,0,6366
1160847,15,169,"2015-09-09 10:14:43",test,1,4,0,6269
1160847,16,169,"2015-09-09 10:14:43",test,2,4,0,8610
1160875,1,187,"2015-09-09 10:33:02",prac_test,3,3,1,3998
1160875,2,187,"2015-09-09 10:33:02",prac_test,1,1,1,3296
1160875,3,187,"2015-09-09 10:33:02",inst2,0,0,1,1637
1160875,4,187,"2015-09-09 10:33:02",testbig,2,2,1,5761
1160875,5,187,"2015-09-09 10:33:02",test,1,1,1,6400
1160875,6,187,"2015-09-09 10:33:02",test,4,4,1,6618
1160875,7,187,"2015-09-09 10:33:02",test,3,3,1,5621
1160875,8,187,"2015-09-09 10:33:02",test,1,1,1,3156
1160875,9,187,"2015-09-09 10:33:02",test,3,3,1,18677
1160875,10,187,"2015-09-09 10:33:02",test,3,1,0,13065
1160875,11,187,"2015-09-09 10:33:02",test,4,5,0,30583
1160875,12,187,"2015-09-09 10:33:02",test,4,4,1,6853
1160875,13,187,"2015-09-09 10:33:02",test,1,1,1,3344
1160875,14,187,"2015-09-09 10:33:02",test,5,2,0,2999
1160875,15,187,"2015-09-09 10:33:02",test,1,1,1,2046
1160875,16,187,"2015-09-09 10:33:02",test,2,4,0,13305
1160875,17,187,"2015-09-09 10:33:02",test,3,2,0,6026
1160875,18,187,"2015-09-09 10:33:02",test,2,4,0,4602
1160873,1,384,"2015-09-09 10:32:17",prac_test,3,3,1,12219
1160873,2,384,"2015-09-09 10:32:17",prac_test,1,1,1,3392
1160873,3,384,"2015-09-09 10:32:17",inst2,0,0,1,2885
1160873,4,384,"2015-09-09 10:32:17",testbig,2,2,1,5683
1160873,5,384,"2015-09-09 10:32:17",test,1,1,1,10645
1160873,6,384,"2015-09-09 10:32:17",test,4,4,1,11789
1160873,7,384,"2015-09-09 10:32:17",test,3,3,1,7113
1160873,8,384,"2015-09-09 10:32:17",test,1,1,1,3761
1160873,9,384,"2015-09-09 10:32:17",test,3,3,1,7338
1160873,10,384,"2015-09-09 10:32:17",test,3,3,1,47540
1160873,11,384,"2015-09-09 10:32:17",test,4,5,0,7276
1160873,12,384,"2015-09-09 10:32:17",test,4,4,1,5690
1160873,13,384,"2015-09-09 10:32:17",test,1,1,1,5194
1160873,14,384,"2015-09-09 10:32:17",test,5,5,1,5297
1160873,15,384,"2015-09-09 10:32:17",test,1,1,1,15026
1160873,16,384,"2015-09-09 10:32:17",test,2,2,1,36960
1160873,17,384,"2015-09-09 10:32:17",test,3,3,1,5083
1160873,18,384,"2015-09-09 10:32:17",test,2,5,0,3532
1160873,19,384,"2015-09-09 10:32:17",test,5,5,1,9499
1160873,20,384,"2015-09-09 10:32:17",test,4,3,0,44209
1160873,21,384,"2015-09-09 10:32:17",test,2,2,1,10097
1160873,22,384,"2015-09-09 10:32:17",test,1,4,0,22379
1160873,23,384,"2015-09-09 10:32:17",test,2,1,0,19998
1160873,24,384,"2015-09-09 10:32:17",test,5,2,0,4538
1160878,1,301,"2015-09-09 10:35:28",prac_test,3,3,1,12965
1160878,2,301,"2015-09-09 10:35:28",prac_test,1,1,1,4410
1160878,3,301,"2015-09-09 10:35:28",inst2,0,0,1,2916
1160878,4,301,"2015-09-09 10:35:28",testbig,2,2,1,11867
1160878,5,301,"2015-09-09 10:35:28",test,1,1,1,19190
1160878,6,301,"2015-09-09 10:35:28",test,4,4,1,5838
1160878,7,301,"2015-09-09 10:35:28",test,3,3,1,5601
1160878,8,301,"2015-09-09 10:35:28",test,1,1,1,3201
1160878,9,301,"2015-09-09 10:35:28",test,3,3,1,14888
1160878,10,301,"2015-09-09 10:35:28",test,3,1,0,10457
1160878,11,301,"2015-09-09 10:35:28",test,4,5,0,21050
1160878,12,301,"2015-09-09 10:35:28",test,4,4,1,6590
1160878,13,301,"2015-09-09 10:35:28",test,1,1,1,9956
1160878,14,301,"2015-09-09 10:35:28",test,5,1,0,2548
1160878,15,301,"2015-09-09 10:35:28",test,1,1,1,4232
1160878,16,301,"2015-09-09 10:35:28",test,2,4,0,17504
1160878,17,301,"2015-09-09 10:35:28",test,3,3,1,19159
1160878,18,301,"2015-09-09 10:35:28",test,2,4,0,3061
1160878,19,301,"2015-09-09 10:35:28",test,5,1,0,3701
1160878,20,301,"2015-09-09 10:35:28",test,4,4,1,28724
1160878,21,301,"2015-09-09 10:35:28",test,2,4,0,13040
1160878,22,301,"2015-09-09 10:35:28",test,1,1,1,22760
1160878,23,301,"2015-09-09 10:35:28",test,2,1,0,3811
1160878,24,301,"2015-09-09 10:35:28",test,5,1,0,13124
1160878,25,301,"2015-09-09 10:35:28",testsmall,3,4,0,11894
1161948,1,135,"2015-09-10 09:13:35",prac_test,3,3,1,4217
1161948,2,135,"2015-09-10 09:13:35",prac_test,1,1,1,8290
1161948,3,135,"2015-09-10 09:13:35",inst2,0,0,1,1185
1161948,4,135,"2015-09-10 09:13:35",testbig,2,5,0,7928
1161948,5,135,"2015-09-10 09:13:35",test,1,1,1,15481
1161948,6,135,"2015-09-10 09:13:35",test,4,2,0,2407
1161948,7,135,"2015-09-10 09:13:35",test,3,1,0,13589
1161948,8,135,"2015-09-10 09:13:35",test,1,3,0,9170
1161969,1,223,"2015-09-10 09:32:20",prac_test,3,3,1,20218
1161969,2,223,"2015-09-10 09:32:20",prac_test,1,1,1,3655
1161969,3,223,"2015-09-10 09:32:20",inst2,0,0,1,1068
1161969,4,223,"2015-09-10 09:32:20",testbig,2,2,1,10178
1161969,5,223,"2015-09-10 09:32:20",test,1,1,1,27617
1161969,6,223,"2015-09-10 09:32:20",test,4,4,1,33166
1161969,7,223,"2015-09-10 09:32:20",test,3,3,1,5293
1161969,8,223,"2015-09-10 09:32:20",test,1,1,1,15947
1161969,9,223,"2015-09-10 09:32:20",test,3,1,0,7602
1161969,10,223,"2015-09-10 09:32:20",test,3,1,0,12439
1161969,11,223,"2015-09-10 09:32:20",test,4,4,1,20880
1161969,12,223,"2015-09-10 09:32:20",test,4,4,1,6821
1161969,13,223,"2015-09-10 09:32:20",test,1,1,1,4201
1161969,14,223,"2015-09-10 09:32:20",test,5,1,0,6915
1161969,15,223,"2015-09-10 09:32:20",test,1,4,0,17990
1161969,16,223,"2015-09-10 09:32:20",test,2,1,0,6821
1162090,1,590,"2015-09-10 10:08:31",prac_test,3,3,1,6187
1162090,2,590,"2015-09-10 10:08:31",prac_test,1,1,1,3192
1162090,3,590,"2015-09-10 10:08:31",inst2,0,0,1,3571
1162090,4,590,"2015-09-10 10:08:31",testbig,2,2,1,24704
1162090,5,590,"2015-09-10 10:08:31",test,1,3,0,16554
1162090,6,590,"2015-09-10 10:08:31",test,4,4,1,8976
1162090,7,590,"2015-09-10 10:08:31",test,3,3,1,4843
1162090,8,590,"2015-09-10 10:08:31",test,1,1,1,15105
1162090,9,590,"2015-09-10 10:08:31",test,3,3,1,11346
1162090,10,590,"2015-09-10 10:08:31",test,3,1,0,21399
1162090,11,590,"2015-09-10 10:08:31",test,4,5,0,17456
1162090,12,590,"2015-09-10 10:08:31",test,4,4,1,6494
1162090,13,590,"2015-09-10 10:08:31",test,1,1,1,25963
1162090,14,590,"2015-09-10 10:08:31",test,5,1,0,5007
1162090,15,590,"2015-09-10 10:08:31",test,1,2,0,8415
1162090,16,590,"2015-09-10 10:08:31",test,2,1,0,64936
1162287,1,259,"2015-09-10 11:45:08",prac_test,3,3,1,4394
1162287,2,259,"2015-09-10 11:45:08",prac_test,1,1,1,3053
1162287,3,259,"2015-09-10 11:45:08",inst2,0,0,1,5194
1162287,4,259,"2015-09-10 11:45:08",testbig,2,2,1,10832
1162287,5,259,"2015-09-10 11:45:08",test,1,1,1,13135
1162287,6,259,"2015-09-10 11:45:08",test,4,4,1,5267
1162287,7,259,"2015-09-10 11:45:08",test,3,3,1,5368
1162287,8,259,"2015-09-10 11:45:08",test,1,1,1,5427
1162287,9,259,"2015-09-10 11:45:08",test,3,3,1,42962
1162287,10,259,"2015-09-10 11:45:08",test,3,1,0,6724
1162287,11,259,"2015-09-10 11:45:08",test,4,5,0,38399
1162287,12,259,"2015-09-10 11:45:08",test,4,4,1,8513
1162287,13,259,"2015-09-10 11:45:08",test,1,1,1,8222
1162287,14,259,"2015-09-10 11:45:08",test,5,1,0,5807
1162287,15,259,"2015-09-10 11:45:08",test,1,1,1,9442
1162287,16,259,"2015-09-10 11:45:08",test,2,2,1,24643
1162287,17,259,"2015-09-10 11:45:08",test,3,5,0,7953
1162287,18,259,"2015-09-10 11:45:08",test,2,5,0,17067
1162287,19,259,"2015-09-10 11:45:08",test,5,1,0,15148
1162416,1,322,"2015-09-10 13:22:57",prac_test,3,3,1,86588
1162416,2,322,"2015-09-10 13:22:57",prac_test,1,1,1,27029
1162416,3,322,"2015-09-10 13:22:57",inst2,0,0,1,24733
1162416,4,322,"2015-09-10 13:22:57",testbig,2,2,1,14249
1162416,5,322,"2015-09-10 13:22:57",test,1,1,1,13235
1162416,6,322,"2015-09-10 13:22:57",test,4,4,1,17532
1162416,7,322,"2015-09-10 13:22:57",test,3,3,1,11683
1162416,8,322,"2015-09-10 13:22:57",test,1,1,1,9743
1162416,9,322,"2015-09-10 13:22:57",test,3,3,1,7487
1162416,10,322,"2015-09-10 13:22:57",test,3,3,1,22983
1162416,11,322,"2015-09-10 13:22:57",test,4,5,0,21725
1162416,12,322,"2015-09-10 13:22:57",test,4,4,1,18278
1162416,13,322,"2015-09-10 13:22:57",test,1,3,0,9060
1162416,14,322,"2015-09-10 13:22:57",test,5,1,0,9928
1162416,15,322,"2015-09-10 13:22:57",test,1,4,0,7290
1162449,1,502,"2015-09-10 14:04:33",prac_test,3,3,1,356642
