SubjectID,3,2,50,1,17,15,80,26,67,52,86,500,103,615,100,611,270,817,605,180,5115,2517,5061,NOTES,,,,,,,,,,,,,,,,,,,,,,,,average
S1-03-05,3,2,50,1,17,15,70,26,67,52,86,500,103,615,100,611,27,817,605,180,5115,2513,1061,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.826086957
S1-03-06,3,2,5,1,8,6,7,8,67,7,86,5,4,75,1,8,9,8,56,9,75,87,57,,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304
S1-03-09,3,2,5,1,4,2,3,4,5,3,6,1,4,4,1,4,5,8,3,5,4,7,4,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-03-14,3,2,5,1,17,15,7,26,23,12,86,1,4,52,1,53,54,56,51,54,52,55,52,,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.304347826
S1-03-15,3,2,1,1,13,11,7,22,23,12,42,1,,,1,211,23,,21,14,5115,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.173913043
S1-04-01,3,2,50,1,17,15,70,26,67,52,86,100,103,615,100,611,207,817,601,108,109111,201208,521,,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0.652173913
S1-04-03,3,2,5,1,13,15,,,,52,,500,103,,100,,252,,,,,,,,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.347826087
S1-04-04,3,2,1,1,4,2,3,4,5,3,6,1,4,4,1,4,5,8,3,5,4,7,4,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-04-07,3,2,5,1,13,15,8,26,68,52,96,5,13,215,1,211,28,918,65,19,5225,2518,521,,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260869565
S1-04-08,3,2,10,1,,15,30,26,63,52,45,500,103,215,100,,,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.391304348
S1-04-11,3,2,1,10,13,15,3,26,23,52,42,100,13,617,100,611,23,413,65,14,5115,2513,121,,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.347826087
S1-04-17,,,,,,,,,,,,500,103,215,100,611,270,817,605,180,5115,2517,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0.434782609
S1-04-18,3,2,5,1,17,15,7,6,67,52,86,500,103,115,100,611,27,817,605,108,107,2,,,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0.608695652
S1-10-01,3,2,5,1,8,6,7,6,13,7,14,5,8,12,1,8,9,16,11,9,12,15,12,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-10-02,3,2,5,11,12,15,52,26,68,52,86,500,1003,2105,100,611,28,,,,,,,,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.391304348
S1-10-06,3,2,5,1,9,,,,,,,50,13,66,10,62,27,,71,6,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-10-07,3,2,5,1,4,2,7,4,5,7,6,1,8,4,1,40,67,84,61,5,53,75,53,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-10-08,3,2,5,1,11,16,12,29,28,12,58,20,24,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-10-09,3,2,50,1,17,15,70,26,67,52,86,100,103,,100,,,,,,102,,,,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.52173913
S1-10-12,3,2,5,1,4,6,7,8,9,7,10,50,13,66,10,62,23,84,65,14,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-11-01,3,2,1,1,4,2,3,4,5,3,6,5,4,,1,4,5,8,3,5,4,7,4,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-11-02,3,2,5,1,17,15,7,26,67,52,86,500,103,6105,100,611,207,817,605,108,,,,,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0.652173913
S1-11-03,3,2,5,1,17,15,7,,,17,,5,300,,100,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.260869565
S1-11-04,3,2,1,1,13,15,7,22,23,52,46,1,13,615,1,,,,,,,,,,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.260869565
S1-11-09,3,2,5,1,13,15,,22,,,,100,103,,101,,,,,,,,,,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.217391304
S1-11-10,3,2,15,1,17,16,18,26,23,62,96,100,103,2105,100,2101,203,4103,605,1,,,,,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.347826087
S1-11-11,3,2,50,1,13,15,30,26,23,52,42,100,130,2105,100,2101,230,91052,210,190,110105,25103,1021,subject put 0's in front of their answers in questions 5 through 11; e.g. '013',1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.347826087
S1-11-17,3,2,5,1,12,15,30,15,50,12,15,100,300,2105,100,5611,2300,417,21,240,5,,121,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.217391304
S1-15-01,3,2,5,1,4,,3,8,9,7,10,1,8,8,1,8,9,,7,9,8,7,8,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-15-02,3,2,5,1,18,15,30,,,,,11,31,215,11,,,,,,,,,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043
S1-15-04,3,2,5,1,8,6,7,8,9,7,,100,4,12,1,8,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-15-05,3,2,5,1,,51,7,,,,,100,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130434783
S1-15-08,3,2,10,1,17,15,70,26,67,52,86,500,103,615,100,611,270,817,601,180,5115,2517,561,,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.826086957
S1-15-09,3,2,5,1,12,15,35,26,23,12,45,500,103,215,100,211,,,,,,,,,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.347826087
S1-15-10,3,2,10,1,13,15,7,26,67,52,86,500,103,615,100,611,270,8,,,,,,,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.608695652
S1-15-11,3,2,50,1,152,15,52,257,252,52,5351,50,13,5115,10,211,22,4152,21,153,5115,25153,1511,,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.304347826
S2-03-01,3,2,50,1,17,15,70,26,67,52,86,500,103,615,100,611,270,817,605,180,5115,2517,5061,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.956521739
