sitting_id,trial,duration,start_time,type,capacity,samediff,response,correct,rt,state
1155523,1,1362,"2015-09-03 21:16:43",practice,1,same,s,0,599.06,keyup
1155523,2,1362,"2015-09-03 21:16:43",practice,1,same,a,0,480.02,keyup
1155523,3,1362,"2015-09-03 21:16:43",practice,1,same,l,1,471.85,keyup
1155523,4,1362,"2015-09-03 21:16:43",practice,2,different,a,1,1784.07,keyup
1155523,5,1362,"2015-09-03 21:16:43",practice,2,same,l,1,784.31,keyup
1155523,6,1362,"2015-09-03 21:16:43",practice,2,same,l,1,330.86,keyup
1155523,7,1362,"2015-09-03 21:16:43",practice,2,different,a,1,275.16,keyup
1155523,8,1362,"2015-09-03 21:16:43",practice,2,different,a,1,314.98,keyup
1155523,9,1362,"2015-09-03 21:16:43",practice,3,same,a,0,418.11,keyup
1155523,10,1362,"2015-09-03 21:16:43",practice,3,same,l,1,1399.33,keyup
1155523,11,1362,"2015-09-03 21:16:43",practice,3,different,a,1,337.61,keyup
1155523,12,1362,"2015-09-03 21:16:43",test,3,different,a,1,1920.18,keyup
1155523,13,1362,"2015-09-03 21:16:43",test,4,same,l,1,362.60,keyup
1155523,14,1362,"2015-09-03 21:16:43",test,5,same,l,1,450.14,keyup
1155523,15,1362,"2015-09-03 21:16:43",test,6,different,a,1,355.30,keyup
1155523,16,1362,"2015-09-03 21:16:43",test,7,same,l,1,1578.83,keyup
1155523,17,1362,"2015-09-03 21:16:43",test,8,different,a,1,2377.33,keyup
1155523,18,1362,"2015-09-03 21:16:43",test,9,same,a,0,1355.39,keyup
1155523,19,1362,"2015-09-03 21:16:43",test,8,same,l,1,353.46,keyup
1155523,20,1362,"2015-09-03 21:16:43",test,8,same,l,1,290.21,keyup
1155523,21,1362,"2015-09-03 21:16:43",test,9,same,l,1,594.68,keyup
1155523,22,1362,"2015-09-03 21:16:43",test,10,same,l,1,6113.60,keyup
1155523,23,1362,"2015-09-03 21:16:43",test,11,different,s,0,1624.01,keyup
1155523,24,1362,"2015-09-03 21:16:43",test,10,same,l,1,169.61,keyup
1155523,25,1362,"2015-09-03 21:16:43",test,10,different,l,0,825.94,keyup
